SEXE;AGE;POP;ANNEE
M; 42 ;438061;2005
M; 43 ;441069;2005
M; 44 ;438515;2005
M; 45 ;435395;2005
M; 46 ;425185;2005
M; 47 ;426685;2005
M; 48 ;422362;2005
M; 49 ;418519;2005
M; 50 ;421112;2005
M; 51 ;413440;2005
M; 52 ;422301;2005
M; 53 ;414078;2005
M; 54 ;431543;2005
M; 55 ;425663;2005
M; 56 ;427218;2005
M; 57 ;419272;2005
M; 58 ;397068;2005
M; 59 ;301110;2005
M; 60 ;294660;2005
M; 61 ;286788;2005
M; 62 ;268077;2005
M; 63 ;237561;2005
M; 64 ;246236;2005
M; 65 ;256004;2005
M; 66 ;249640;2005
M; 67 ;245669;2005
M; 68 ;244876;2005
M; 69 ;236534;2005
M; 70 ;238031;2005
M; 71 ;228327;2005
M; 72 ;230595;2005
M; 73 ;220240;2005
M; 74 ;215569;2005
M; 75 ;198252;2005
M; 76 ;189022;2005
M; 77 ;176371;2005
M; 78 ;167831;2005
M; 79 ;156621;2005
M; 80 ;142263;2005
M; 81 ;133121;2005
M; 82 ;122388;2005
M; 83 ;114744;2005
M; 84 ;105210;2005
M; 85 ;55875;2005
M; 86 ;42006;2005
M; 87 ;32042;2005
M; 88 ;25687;2005
M; 89 ;25542;2005
M; 90 ;31530;2005
M; 91 ;25474;2005
M; 92 ;19477;2005
M; 93 ;13640;2005
M; 94 ;10264;2005
M; 95 ;6826;2005
M; 96 ;4697;2005
M; 97 ;3066;2005
M; 98 ;2191;2005
M; 99 ;1344;2005
M;100 ou +;2103;2005
F; 0 ;378844;2005
F; 1 ;377166;2005
F; 2 ;379712;2005
F; 3 ;387886;2005
F; 4 ;393525;2005
F; 5 ;379534;2005
F; 6 ;378498;2005
F; 7 ;371154;2005
F; 8 ;377248;2005
F; 9 ;374568;2005
F; 10 ;367290;2005
F; 11 ;367073;2005
F; 12 ;384401;2005
F; 13 ;391308;2005
F; 14 ;397540;2005
F; 15 ;404835;2005
F; 16 ;407750;2005
F; 17 ;406458;2005
F; 18 ;412162;2005
F; 19 ;406240;2005
F; 20 ;396038;2005
F; 21 ;388452;2005
F; 22 ;408864;2005
F; 23 ;411692;2005
F; 24 ;415017;2005
F; 25 ;390168;2005
F; 26 ;380908;2005
F; 27 ;385221;2005
F; 28 ;377496;2005
F; 29 ;390035;2005
F; 30 ;415419;2005
F; 31 ;443530;2005
F; 32 ;456223;2005
F; 33 ;455842;2005
F; 34 ;448220;2005
F; 35 ;445542;2005
F; 36 ;445296;2005
F; 37 ;446555;2005
F; 38 ;460506;2005
F; 39 ;461338;2005
F; 40 ;469206;2005
F; 41 ;466663;2005
F; 42 ;451548;2005
F; 43 ;453443;2005
F; 44 ;452201;2005
F; 45 ;452638;2005
F; 46 ;443273;2005
F; 47 ;442891;2005
F; 48 ;441411;2005
F; 49 ;439224;2005
F; 50 ;438557;2005
F; 51 ;431993;2005
F; 52 ;439151;2005
F; 53 ;428352;2005
F; 54 ;444190;2005
F; 55 ;439356;2005
F; 56 ;437231;2005
F; 57 ;431436;2005
F; 58 ;411081;2005
F; 59 ;312216;2005
F; 60 ;309012;2005
F; 61 ;300581;2005
F; 62 ;281824;2005
F; 63 ;253849;2005
F; 64 ;267304;2005
F; 65 ;285019;2005
F; 66 ;282402;2005
F; 67 ;281521;2005
F; 68 ;286418;2005
F; 69 ;284813;2005
F; 70 ;291716;2005
F; 71 ;284772;2005
F; 72 ;295570;2005
F; 73 ;289483;2005
F; 74 ;291310;2005
F; 75 ;273248;2005
F; 76 ;270348;2005
F; 77 ;260556;2005
F; 78 ;255643;2005
F; 79 ;247705;2005
F; 80 ;235276;2005
F; 81 ;226917;2005
F; 82 ;216487;2005
F; 83 ;210002;2005
F; 84 ;198107;2005
F; 85 ;111369;2005
F; 86 ;90004;2005
F; 87 ;73402;2005
F; 88 ;60906;2005
F; 89 ;65697;2005
F; 90 ;87455;2005
F; 91 ;72626;2005
F; 92 ;60397;2005
F; 93 ;45578;2005
F; 94 ;37244;2005
F; 95 ;27514;2005
F; 96 ;20193;2005
F; 97 ;13859;2005
F; 98 ;9755;2005
F; 99 ;6369;2005
F;100 ou +;11079;2005
M; 0 ;399100;2005
M; 1 ;397565;2005
M; 2 ;394427;2005
M; 3 ;399812;2005
M; 4 ;408624;2005
M; 5 ;417463;2005
M; 6 ;402587;2005
M; 7 ;399420;2005
M; 8 ;394530;2005
M; 9 ;398947;2005
M; 10 ;394317;2005
M; 11 ;385984;2005
M; 12 ;386526;2005
M; 13 ;405169;2005
M; 14 ;411660;2006
M; 15 ;420200;2006
M; 16 ;424116;2006
M; 17 ;429240;2006
M; 18 ;425749;2006
M; 19 ;428280;2006
M; 20 ;417308;2006
M; 21 ;403677;2006
M; 22 ;389509;2006
M; 23 ;409471;2006
M; 24 ;408521;2006
M; 25 ;408986;2006
M; 26 ;384670;2006
M; 27 ;377556;2006
M; 28 ;383373;2006
M; 29 ;375156;2006
M; 30 ;387070;2006
M; 31 ;411865;2006
M; 32 ;438540;2006
M; 33 ;452098;2006
M; 34 ;451345;2006
M; 35 ;444751;2006
M; 36 ;439327;2006
M; 37 ;438082;2006
M; 38 ;438570;2006
M; 39 ;451186;2006
M; 40 ;450153;2006
M; 41 ;456500;2006
M; 42 ;451709;2006
M; 43 ;437689;2006
M; 44 ;440660;2006
M; 45 ;438005;2006
M; 46 ;434264;2006
M; 47 ;424036;2006
M; 48 ;425069;2006
M; 49 ;420780;2006
M; 50 ;416676;2006
M; 51 ;419026;2006
M; 52 ;411526;2006
M; 53 ;420288;2006
M; 54 ;411915;2006
M; 55 ;429183;2006
M; 56 ;423040;2006
M; 57 ;424369;2006
M; 58 ;416248;2006
M; 59 ;393933;2006
M; 60 ;298504;2006
M; 61 ;291645;2006
M; 62 ;283815;2006
M; 63 ;265166;2006
M; 64 ;234263;2006
M; 65 ;242638;2006
M; 66 ;252001;2006
M; 67 ;245399;2006
M; 68 ;241267;2006
M; 69 ;239874;2006
M; 70 ;231404;2006
M; 71 ;232218;2006
M; 72 ;222267;2006
M; 73 ;224150;2006
M; 74 ;213256;2006
M; 75 ;208173;2006
M; 76 ;190954;2006
M; 77 ;181109;2006
M; 78 ;168110;2006
M; 79 ;159055;2006
M; 80 ;147581;2006
M; 81 ;132971;2006
M; 82 ;123448;2006
M; 83 ;112505;2006
M; 84 ;104433;2006
M; 85 ;94910;2006
M; 86 ;49292;2006
M; 87 ;36772;2006
M; 88 ;27535;2006
M; 89 ;21791;2006
M; 90 ;21217;2006
M; 91 ;25461;2006
M; 92 ;20300;2006
M; 93 ;15125;2006
M; 94 ;10274;2006
M; 95 ;7550;2006
M; 96 ;4805;2006
M; 97 ;3187;2006
M; 98 ;1949;2006
M; 99 ;1490;2006
M;100 ou +;2334;2006
F; 0 ;382399;2006
F; 1 ;378848;2006
F; 2 ;377923;2006
F; 3 ;381892;2006
F; 4 ;390376;2006
F; 5 ;396246;2006
F; 6 ;382134;2006
F; 7 ;381024;2006
F; 8 ;373460;2006
F; 9 ;379574;2006
F; 10 ;376935;2006
F; 11 ;369475;2006
F; 12 ;369382;2006
F; 13 ;386727;2006
F; 14 ;393424;2006
F; 15 ;400588;2006
F; 16 ;408094;2006
F; 17 ;411128;2006
F; 18 ;409657;2006
F; 19 ;414751;2006
F; 20 ;408027;2006
F; 21 ;396665;2006
F; 22 ;389290;2006
F; 23 ;409880;2006
F; 24 ;412580;2006
F; 25 ;416599;2006
F; 26 ;391697;2006
F; 27 ;383099;2006
F; 28 ;388444;2006
F; 29 ;380766;2006
F; 30 ;393440;2006
F; 31 ;418255;2006
F; 32 ;446237;2006
F; 33 ;458645;2006
F; 34 ;457304;2006
F; 35 ;450089;2006
F; 36 ;446642;2006
F; 37 ;446764;2006
F; 38 ;447876;2006
F; 39 ;461713;2006
F; 40 ;462466;2006
F; 41 ;469575;2006
F; 42 ;467487;2006
F; 43 ;451998;2006
F; 44 ;453412;2006
F; 45 ;452508;2006
F; 46 ;452478;2006
F; 47 ;443315;2006
F; 48 ;442436;2006
F; 49 ;441318;2006
F; 50 ;439114;2006
F; 51 ;438038;2006
F; 52 ;431902;2006
F; 53 ;439472;2006
F; 54 ;427965;2006
F; 55 ;444056;2006
F; 56 ;439123;2006
F; 57 ;437167;2006
F; 58 ;431336;2006
F; 59 ;410928;2006
F; 60 ;311804;2006
F; 61 ;308369;2006
F; 62 ;299928;2006
F; 63 ;281357;2006
F; 64 ;253034;2006
F; 65 ;266630;2006
F; 66 ;283805;2006
F; 67 ;281151;2006
F; 68 ;280002;2006
F; 69 ;284915;2006
F; 70 ;283270;2006
F; 71 ;289299;2006
F; 72 ;282378;2006
F; 73 ;292944;2006
F; 74 ;286173;2006
F; 75 ;287578;2006
F; 76 ;269014;2006
F; 77 ;265590;2006
F; 78 ;255162;2006
F; 79 ;249462;2006
F; 80 ;240644;2006
F; 81 ;227185;2006
F; 82 ;218461;2006
F; 83 ;207097;2006
F; 84 ;198918;2006
F; 85 ;186015;2006
F; 86 ;103028;2006
F; 87 ;82625;2006
F; 88 ;66771;2006
F; 89 ;54562;2006
F; 90 ;57588;2006
F; 91 ;75634;2006
F; 92 ;61618;2006
F; 93 ;50052;2006
F; 94 ;36752;2006
F; 95 ;29593;2006
F; 96 ;20938;2006
F; 97 ;14853;2006
F; 98 ;9791;2006
F; 99 ;6699;2006
F;100 ou +;11241;2006
M; 0 ;409471;2006
M; 1 ;400418;2006
M; 2 ;399537;2006
M; 3 ;397890;2006
M; 4 ;404076;2006
M; 5 ;410865;2006
M; 6 ;421014;2006
M; 7 ;404760;2006
M; 8 ;402127;2006
M; 9 ;397258;2006
M; 10 ;401690;2006
M; 11 ;397360;2006
M; 12 ;387884;2006
M; 13 ;388560;2006
M; 14 ;406796;2006
M; 15 ;414176;2007
M; 16 ;424492;2007
M; 17 ;426522;2007
M; 18 ;430075;2007
M; 19 ;423897;2007
M; 20 ;422672;2007
M; 21 ;409488;2007
M; 22 ;396715;2007
M; 23 ;384925;2007
M; 24 ;406753;2007
M; 25 ;406600;2007
M; 26 ;408551;2007
M; 27 ;385526;2007
M; 28 ;379009;2007
M; 29 ;386280;2007
M; 30 ;377582;2007
M; 31 ;390779;2007
M; 32 ;415375;2007
M; 33 ;441604;2007
M; 34 ;455031;2007
M; 35 ;454220;2007
M; 36 ;445976;2007
M; 37 ;442389;2007
M; 38 ;439603;2007
M; 39 ;439501;2007
M; 40 ;451540;2007
M; 41 ;452071;2007
M; 42 ;457399;2007
M; 43 ;451933;2007
M; 44 ;437252;2007
M; 45 ;440407;2007
M; 46 ;437747;2007
M; 47 ;433984;2007
M; 48 ;423746;2007
M; 49 ;424469;2007
M; 50 ;420099;2007
M; 51 ;414689;2007
M; 52 ;418145;2007
M; 53 ;410274;2007
M; 54 ;417801;2007
M; 55 ;409349;2007
M; 56 ;426815;2007
M; 57 ;421137;2007
M; 58 ;421274;2007
M; 59 ;412694;2007
M; 60 ;390634;2007
M; 61 ;295560;2007
M; 62 ;287742;2007
M; 63 ;280179;2007
M; 64 ;261985;2007
M; 65 ;230716;2007
M; 66 ;237902;2007
M; 67 ;248102;2007
M; 68 ;240493;2007
M; 69 ;236208;2007
M; 70 ;234988;2007
M; 71 ;226282;2007
M; 72 ;226297;2007
M; 73 ;215887;2007
M; 74 ;217297;2007
M; 75 ;205928;2007
M; 76 ;200649;2007
M; 77 ;182649;2007
M; 78 ;172528;2007
M; 79 ;159726;2007
M; 80 ;149952;2007
M; 81 ;138832;2007
M; 82 ;123467;2007
M; 83 ;113386;2007
M; 84 ;102887;2007
M; 85 ;94176;2007
M; 86 ;84322;2007
M; 87 ;42997;2007
M; 88 ;31486;2007
M; 89 ;23414;2007
M; 90 ;18159;2007
M; 91 ;17133;2007
M; 92 ;20524;2007
M; 93 ;15647;2007
M; 94 ;11281;2007
M; 95 ;7484;2007
M; 96 ;5338;2007
M; 97 ;3366;2007
M; 98 ;2178;2007
M; 99 ;1258;2007
M;100 ou +;2443;2007
F; 0 ;390493;2007
F; 1 ;383486;2007
F; 2 ;380516;2007
F; 3 ;381186;2007
F; 4 ;385119;2007
F; 5 ;393478;2007
F; 6 ;398979;2007
F; 7 ;385148;2007
F; 8 ;382909;2007
F; 9 ;375258;2007
F; 10 ;381150;2007
F; 11 ;379373;2007
F; 12 ;371844;2007
F; 13 ;370474;2007
F; 14 ;389082;2007
F; 15 ;395274;2007
F; 16 ;402983;2007
F; 17 ;408990;2007
F; 18 ;411373;2007
F; 19 ;408813;2007
F; 20 ;411644;2007
F; 21 ;403847;2007
F; 22 ;394953;2007
F; 23 ;387960;2007
F; 24 ;410113;2007
F; 25 ;413056;2007
F; 26 ;418257;2007
F; 27 ;393955;2007
F; 28 ;385087;2007
F; 29 ;391224;2007
F; 30 ;383744;2007
F; 31 ;396845;2007
F; 32 ;421603;2007
F; 33 ;447842;2007
F; 34 ;460857;2007
F; 35 ;460889;2007
F; 36 ;452673;2007
F; 37 ;449135;2007
F; 38 ;448119;2007
F; 39 ;448464;2007
F; 40 ;462646;2007
F; 41 ;463808;2007
F; 42 ;470143;2007
F; 43 ;467444;2007
F; 44 ;452519;2007
F; 45 ;454007;2007
F; 46 ;452643;2007
F; 47 ;451693;2007
F; 48 ;443748;2007
F; 49 ;442263;2007
F; 50 ;441437;2007
F; 51 ;437879;2007
F; 52 ;437092;2007
F; 53 ;430702;2007
F; 54 ;438127;2007
F; 55 ;427179;2007
F; 56 ;444177;2007
F; 57 ;437835;2007
F; 58 ;436625;2007
F; 59 ;430188;2007
F; 60 ;408875;2007
F; 61 ;310751;2007
F; 62 ;306544;2007
F; 63 ;298023;2007
F; 64 ;279403;2007
F; 65 ;251428;2007
F; 66 ;264796;2007
F; 67 ;281521;2007
F; 68 ;278729;2007
F; 69 ;276758;2007
F; 70 ;281246;2007
F; 71 ;279785;2007
F; 72 ;285527;2007
F; 73 ;278935;2007
F; 74 ;288125;2007
F; 75 ;281317;2007
F; 76 ;282355;2007
F; 77 ;263223;2007
F; 78 ;259267;2007
F; 79 ;248629;2007
F; 80 ;241733;2007
F; 81 ;232371;2007
F; 82 ;217777;2007
F; 83 ;207045;2007
F; 84 ;195572;2007
F; 85 ;186739;2007
F; 86 ;172770;2007
F; 87 ;94663;2007
F; 88 ;75052;2007
F; 89 ;59717;2007
F; 90 ;48051;2007
F; 91 ;49962;2007
F; 92 ;63963;2007
F; 93 ;51471;2007
F; 94 ;40713;2007
F; 95 ;29336;2007
F; 96 ;22802;2007
F; 97 ;15699;2007
F; 98 ;10985;2007
F; 99 ;6945;2007
F;100 ou +;11983;2007
M; 0 ;403744;2007
M; 1 ;411304;2007
M; 2 ;402223;2007
M; 3 ;401370;2007
M; 4 ;401147;2007
M; 5 ;407415;2007
M; 6 ;413292;2007
M; 7 ;422753;2007
M; 8 ;406649;2007
M; 9 ;403879;2007
M; 10 ;399361;2007
M; 11 ;403427;2007
M; 12 ;399895;2007
M; 13 ;389406;2007
M; 14 ;389329;2007
M; 15 ;407997;2007
M; 16 ;418510;2008
M; 17 ;427002;2008
M; 18 ;425678;2008
M; 19 ;427003;2008
M; 20 ;418275;2008
M; 21 ;413791;2008
M; 22 ;403386;2008
M; 23 ;391583;2008
M; 24 ;382208;2008
M; 25 ;404064;2008
M; 26 ;405276;2008
M; 27 ;407765;2008
M; 28 ;386501;2008
M; 29 ;380237;2008
M; 30 ;388262;2008
M; 31 ;379882;2008
M; 32 ;393317;2008
M; 33 ;417426;2008
M; 34 ;443265;2008
M; 35 ;456454;2008
M; 36 ;456248;2008
M; 37 ;448579;2008
M; 38 ;442649;2008
M; 39 ;440589;2008
M; 40 ;441211;2008
M; 41 ;452305;2008
M; 42 ;452763;2008
M; 43 ;457267;2008
M; 44 ;451390;2008
M; 45 ;437303;2008
M; 46 ;438797;2008
M; 47 ;437335;2008
M; 48 ;433533;2008
M; 49 ;422099;2008
M; 50 ;423368;2008
M; 51 ;418349;2008
M; 52 ;413617;2008
M; 53 ;415966;2008
M; 54 ;407674;2008
M; 55 ;415047;2008
M; 56 ;407105;2008
M; 57 ;424552;2008
M; 58 ;418048;2008
M; 59 ;418285;2008
M; 60 ;408569;2008
M; 61 ;387591;2008
M; 62 ;291815;2008
M; 63 ;284296;2008
M; 64 ;276979;2008
M; 65 ;257760;2008
M; 66 ;227272;2008
M; 67 ;234910;2008
M; 68 ;244223;2008
M; 69 ;235937;2008
M; 70 ;231203;2008
M; 71 ;229634;2008
M; 72 ;220850;2008
M; 73 ;220919;2008
M; 74 ;208757;2008
M; 75 ;210154;2008
M; 76 ;197810;2008
M; 77 ;192964;2008
M; 78 ;173904;2008
M; 79 ;163761;2008
M; 80 ;151137;2008
M; 81 ;139950;2008
M; 82 ;129180;2008
M; 83 ;114263;2008
M; 84 ;103106;2008
M; 85 ;92894;2008
M; 86 ;83875;2008
M; 87 ;74008;2008
M; 88 ;37320;2008
M; 89 ;26909;2008
M; 90 ;19675;2008
M; 91 ;14680;2008
M; 92 ;13600;2008
M; 93 ;16152;2008
M; 94 ;11921;2008
M; 95 ;8250;2008
M; 96 ;5372;2008
M; 97 ;3716;2008
M; 98 ;2246;2008
M; 99 ;1430;2008
M;100 ou +;2140;2008
F; 0 ;385472;2008
F; 1 ;392468;2008
F; 2 ;385245;2008
F; 3 ;383914;2008
F; 4 ;384611;2008
F; 5 ;386747;2008
F; 6 ;395575;2008
F; 7 ;401286;2008
F; 8 ;387539;2008
F; 9 ;384110;2008
F; 10 ;377322;2008
F; 11 ;382390;2008
F; 12 ;380724;2008
F; 13 ;373295;2008
F; 14 ;371320;2008
F; 15 ;390277;2008
F; 16 ;399173;2008
F; 17 ;406070;2008
F; 18 ;409625;2008
F; 19 ;410338;2008
F; 20 ;405854;2008
F; 21 ;406703;2008
F; 22 ;401279;2008
F; 23 ;394407;2008
F; 24 ;386179;2008
F; 25 ;410340;2008
F; 26 ;413226;2008
F; 27 ;420023;2008
F; 28 ;396425;2008
F; 29 ;387994;2008
F; 30 ;394240;2008
F; 31 ;386335;2008
F; 32 ;399246;2008
F; 33 ;424627;2008
F; 34 ;449748;2008
F; 35 ;462520;2008
F; 36 ;461948;2008
F; 37 ;455513;2008
F; 38 ;450592;2008
F; 39 ;449965;2008
F; 40 ;448872;2008
F; 41 ;463254;2008
F; 42 ;464168;2008
F; 43 ;470315;2008
F; 44 ;466473;2008
F; 45 ;452056;2008
F; 46 ;453502;2008
F; 47 ;452325;2008
F; 48 ;450957;2008
F; 49 ;442911;2008
F; 50 ;441771;2008
F; 51 ;440993;2008
F; 52 ;437691;2008
F; 53 ;436485;2008
F; 54 ;429804;2008
F; 55 ;437645;2008
F; 56 ;426133;2008
F; 57 ;444221;2008
F; 58 ;437262;2008
F; 59 ;435020;2008
F; 60 ;428903;2008
F; 61 ;406877;2008
F; 62 ;309862;2008
F; 63 ;305416;2008
F; 64 ;296698;2008
F; 65 ;277540;2008
F; 66 ;249628;2008
F; 67 ;262527;2008
F; 68 ;279863;2008
F; 69 ;277010;2008
F; 70 ;274089;2008
F; 71 ;278846;2008
F; 72 ;276481;2008
F; 73 ;280841;2008
F; 74 ;273944;2008
F; 75 ;282928;2008
F; 76 ;275550;2008
F; 77 ;275872;2008
F; 78 ;256850;2008
F; 79 ;252012;2008
F; 80 ;240216;2008
F; 81 ;233238;2008
F; 82 ;222842;2008
F; 83 ;207870;2008
F; 84 ;195672;2008
F; 85 ;183013;2008
F; 86 ;172877;2008
F; 87 ;158533;2008
F; 88 ;85758;2008
F; 89 ;67330;2008
F; 90 ;52814;2008
F; 91 ;41607;2008
F; 92 ;42778;2008
F; 93 ;53605;2008
F; 94 ;41935;2008
F; 95 ;32528;2008
F; 96 ;23019;2008
F; 97 ;17532;2008
F; 98 ;11464;2008
F; 99 ;7881;2008
F;100 ou +;12800;2008
M; 0 ;408013;2008
M; 1 ;405090;2008
M; 2 ;412762;2008
M; 3 ;405242;2008
M; 4 ;404548;2008
M; 5 ;403672;2008
M; 6 ;409847;2008
M; 7 ;414887;2008
M; 8 ;424839;2008
M; 9 ;408224;2008
M; 10 ;405436;2008
M; 11 ;400561;2008
M; 12 ;404539;2008
M; 13 ;401463;2008
M; 14 ;391372;2008
M; 15 ;391168;2008
M; 16 ;413730;2008
M; 17 ;419618;2009
M; 18 ;425931;2009
M; 19 ;423251;2009
M; 20 ;421825;2009
M; 21 ;410138;2009
M; 22 ;406453;2009
M; 23 ;398540;2009
M; 24 ;387981;2009
M; 25 ;380502;2009
M; 26 ;402637;2009
M; 27 ;404392;2009
M; 28 ;409123;2009
M; 29 ;388038;2009
M; 30 ;381737;2009
M; 31 ;389203;2009
M; 32 ;381670;2009
M; 33 ;395351;2009
M; 34 ;419519;2009
M; 35 ;444581;2009
M; 36 ;458635;2009
M; 37 ;458440;2009
M; 38 ;449703;2009
M; 39 ;443408;2009
M; 40 ;441250;2009
M; 41 ;441009;2009
M; 42 ;450574;2009
M; 43 ;453404;2009
M; 44 ;457110;2009
M; 45 ;451133;2009
M; 46 ;436725;2009
M; 47 ;437749;2009
M; 48 ;435149;2009
M; 49 ;432629;2009
M; 50 ;420225;2009
M; 51 ;420899;2009
M; 52 ;416397;2009
M; 53 ;412599;2009
M; 54 ;414200;2009
M; 55 ;405633;2009
M; 56 ;413278;2009
M; 57 ;404513;2009
M; 58 ;421590;2009
M; 59 ;413786;2009
M; 60 ;414430;2009
M; 61 ;403992;2009
M; 62 ;382272;2009
M; 63 ;287893;2009
M; 64 ;280607;2009
M; 65 ;272739;2009
M; 66 ;253399;2009
M; 67 ;223208;2009
M; 68 ;231149;2009
M; 69 ;239238;2009
M; 70 ;231535;2009
M; 71 ;225937;2009
M; 72 ;223791;2009
M; 73 ;214820;2009
M; 74 ;214620;2009
M; 75 ;201705;2009
M; 76 ;202842;2009
M; 77 ;190254;2009
M; 78 ;185026;2009
M; 79 ;165649;2009
M; 80 ;154796;2009
M; 81 ;141761;2009
M; 82 ;130380;2009
M; 83 ;119275;2009
M; 84 ;104681;2009
M; 85 ;93028;2009
M; 86 ;82995;2009
M; 87 ;73908;2009
M; 88 ;64032;2009
M; 89 ;31785;2009
M; 90 ;22592;2009
M; 91 ;15923;2009
M; 92 ;11718;2009
M; 93 ;10853;2009
M; 94 ;12434;2009
M; 95 ;8644;2009
M; 96 ;5960;2009
M; 97 ;3820;2009
M; 98 ;2513;2009
M; 99 ;1482;2009
M;100 ou +;2238;2009
F; 0 ;389674;2009
F; 1 ;387560;2009
F; 2 ;394193;2009
F; 3 ;388266;2009
F; 4 ;386110;2009
F; 5 ;387250;2009
F; 6 ;389510;2009
F; 7 ;397165;2009
F; 8 ;403489;2009
F; 9 ;388557;2009
F; 10 ;385246;2009
F; 11 ;379204;2009
F; 12 ;384167;2009
F; 13 ;382985;2009
F; 14 ;374080;2009
F; 15 ;373484;2009
F; 16 ;394583;2009
F; 17 ;402825;2009
F; 18 ;406271;2009
F; 19 ;408496;2009
F; 20 ;406579;2009
F; 21 ;401520;2009
F; 22 ;403963;2009
F; 23 ;400014;2009
F; 24 ;393909;2009
F; 25 ;385813;2009
F; 26 ;410955;2009
F; 27 ;415961;2009
F; 28 ;421723;2009
F; 29 ;398979;2009
F; 30 ;390228;2009
F; 31 ;397200;2009
F; 32 ;387674;2009
F; 33 ;401261;2009
F; 34 ;426048;2009
F; 35 ;451320;2009
F; 36 ;464632;2009
F; 37 ;464492;2009
F; 38 ;456684;2009
F; 39 ;451368;2009
F; 40 ;450877;2009
F; 41 ;449405;2009
F; 42 ;462277;2009
F; 43 ;463951;2009
F; 44 ;471094;2009
F; 45 ;466732;2009
F; 46 ;452468;2009
F; 47 ;453042;2009
F; 48 ;450791;2009
F; 49 ;449683;2009
F; 50 ;442286;2009
F; 51 ;440359;2009
F; 52 ;439436;2009
F; 53 ;437026;2009
F; 54 ;435665;2009
F; 55 ;428460;2009
F; 56 ;436437;2009
F; 57 ;425196;2009
F; 58 ;443018;2009
F; 59 ;435946;2009
F; 60 ;433614;2009
F; 61 ;424899;2009
F; 62 ;403930;2009
F; 63 ;307915;2009
F; 64 ;303907;2009
F; 65 ;294549;2009
F; 66 ;276010;2009
F; 67 ;247666;2009
F; 68 ;260966;2009
F; 69 ;277036;2009
F; 70 ;274969;2009
F; 71 ;270740;2009
F; 72 ;275423;2009
F; 73 ;272701;2009
F; 74 ;277233;2009
F; 75 ;270152;2009
F; 76 ;277458;2009
F; 77 ;269540;2009
F; 78 ;269663;2009
F; 79 ;250045;2009
F; 80 ;243341;2009
F; 81 ;231664;2009
F; 82 ;223238;2009
F; 83 ;212593;2009
F; 84 ;196841;2009
F; 85 ;183980;2009
F; 86 ;170595;2009
F; 87 ;159125;2009
F; 88 ;143667;2009
F; 89 ;76845;2009
F; 90 ;59181;2009
F; 91 ;45917;2009
F; 92 ;35595;2009
F; 93 ;35545;2009
F; 94 ;43871;2009
F; 95 ;33500;2009
F; 96 ;25192;2009
F; 97 ;17433;2009
F; 98 ;12873;2009
F; 99 ;8084;2009
F;100 ou +;13572;2009
M; 0 ;407721;2009
M; 1 ;395897;2009
M; 2 ;397680;2009
M; 3 ;401144;2009
M; 4 ;401616;2009
M; 5 ;408366;2009
M; 6 ;403859;2009
M; 7 ;398632;2009
M; 8 ;393086;2009
M; 9 ;419978;2009
M; 10 ;423648;2009
M; 11 ;424585;2009
M; 12 ;403271;2009
M; 13 ;393616;2009
M; 14 ;398392;2009
M; 15 ;388090;2009
M; 16 ;401345;2009
M; 17 ;429370;2009
M; 18 ;455141;2010
M; 19 ;463620;2010
M; 20 ;461204;2010
M; 21 ;448374;2010
M; 22 ;440493;2010
M; 23 ;432324;2010
M; 24 ;431403;2010
M; 25 ;441264;2010
M; 26 ;445467;2010
M; 27 ;452562;2010
M; 28 ;448867;2010
M; 29 ;437859;2010
M; 30 ;442959;2010
M; 31 ;443703;2010
M; 32 ;444309;2010
M; 33 ;434915;2010
M; 34 ;437283;2010
M; 35 ;435452;2010
M; 36 ;434809;2010
M; 37 ;436653;2010
M; 38 ;431486;2010
M; 39 ;442109;2010
M; 40 ;435329;2010
M; 41 ;455890;2010
M; 42 ;451500;2010
M; 43 ;453993;2010
M; 44 ;447777;2010
M; 45 ;425556;2010
M; 46 ;325387;2010
M; 47 ;320480;2010
M; 48 ;313972;2010
M; 49 ;294748;2010
M; 50 ;264728;2010
M; 51 ;278253;2010
M; 52 ;293075;2010
M; 53 ;290514;2010
M; 54 ;288788;2010
M; 55 ;292413;2010
M; 56 ;288404;2010
M; 57 ;295411;2010
M; 58 ;288347;2010
M; 59 ;297934;2010
M; 60 ;291949;2010
M; 61 ;294595;2010
M; 62 ;277386;2010
M; 63 ;273503;2010
M; 64 ;263850;2010
M; 65 ;259572;2010
M; 66 ;252970;2010
M; 67 ;240254;2010
M; 68 ;235785;2010
M; 69 ;229892;2010
M; 70 ;230439;2010
M; 71 ;228657;2010
M; 72 ;133946;2010
M; 73 ;112090;2010
M; 74 ;94974;2010
M; 75 ;84956;2010
M; 76 ;100095;2010
M; 77 ;138663;2010
M; 78 ;132208;2010
M; 79 ;123174;2010
M; 80 ;105097;2010
M; 81 ;99089;2010
M; 82 ;86734;2010
M; 83 ;77052;2010
M; 84 ;64313;2010
M; 85 ;55516;2010
M; 86 ;46570;2010
M; 87 ;37659;2010
M; 88 ;30466;2010
M; 89 ;24761;2010
M; 90 ;18896;2010
M; 91 ;13331;2010
M; 92 ;9527;2010
M; 93 ;6488;2010
M; 94 ;4525;2010
M; 95 ;2955;2010
M; 96 ;1613;2010
M; 97 ;1148;2010
M; 98 ;742;2010
M; 99 ;410;2010
M;100 ou +;591;2010
F; 0 ;378518;2010
F; 1 ;376728;2010
F; 2 ;381258;2010
F; 3 ;383240;2010
F; 4 ;384335;2010
