SEXE;AGE;POP;ANNEE
F; 5 ;389918;2010
F; 6 ;385574;2010
F; 7 ;381626;2010
F; 8 ;375709;2010
F; 9 ;400328;2010
F; 10 ;403687;2010
F; 11 ;405284;2010
F; 12 ;384278;2010
F; 13 ;375730;2010
F; 14 ;379019;2010
F; 15 ;369917;2010
F; 16 ;383075;2010
F; 17 ;408970;2010
F; 18 ;438331;2010
F; 19 ;448771;2010
F; 20 ;450949;2010
F; 21 ;439929;2010
F; 22 ;436105;2010
F; 23 ;430295;2010
F; 24 ;428807;2010
F; 25 ;441229;2010
F; 26 ;444033;2010
F; 27 ;453294;2010
F; 28 ;450458;2010
F; 29 ;439499;2010
F; 30 ;445454;2010
F; 31 ;444756;2010
F; 32 ;446884;2010
F; 33 ;438836;2010
F; 34 ;441491;2010
F; 35 ;439851;2010
F; 36 ;439736;2010
F; 37 ;439613;2010
F; 38 ;432544;2010
F; 39 ;440641;2010
F; 40 ;433071;2010
F; 41 ;449385;2010
F; 42 ;444390;2010
F; 43 ;442465;2010
F; 44 ;436269;2010
F; 45 ;416108;2010
F; 46 ;317731;2010
F; 47 ;314855;2010
F; 48 ;307261;2010
F; 49 ;287561;2010
F; 50 ;259984;2010
F; 51 ;275040;2010
F; 52 ;295579;2010
F; 53 ;293903;2010
F; 54 ;295153;2010
F; 55 ;300261;2010
F; 56 ;300438;2010
F; 57 ;310895;2010
F; 58 ;306480;2010
F; 59 ;320193;2010
F; 60 ;318801;2010
F; 61 ;324960;2010
F; 62 ;309816;2010
F; 63 ;310665;2010
F; 64 ;304571;2010
F; 65 ;306084;2010
F; 66 ;304731;2010
F; 67 ;297086;2010
F; 68 ;295135;2010
F; 69 ;293635;2010
F; 70 ;299217;2010
F; 71 ;299139;2010
F; 72 ;180113;2010
F; 73 ;155684;2010
F; 74 ;136089;2010
F; 75 ;125345;2010
F; 76 ;151927;2010
F; 77 ;221014;2010
F; 78 ;214042;2010
F; 79 ;207900;2010
F; 80 ;185438;2010
F; 81 ;182918;2010
F; 82 ;168705;2010
F; 83 ;156837;2010
F; 84 ;138547;2010
F; 85 ;125728;2010
F; 86 ;110254;2010
F; 87 ;96337;2010
F; 88 ;82460;2010
F; 89 ;70789;2010
F; 90 ;58499;2010
F; 91 ;44080;2010
F; 92 ;33545;2010
F; 93 ;25000;2010
F; 94 ;18803;2010
F; 95 ;13883;2010
F; 96 ;9461;2010
F; 97 ;6468;2010
F; 98 ;4470;2010
F; 99 ;2488;2010
F;100 ou +;3788;2010
M; 0 ;412255;2010
M; 1 ;393218;2010
M; 2 ;397730;2010
M; 3 ;397587;2010
M; 4 ;402614;2010
M; 5 ;402608;2010
M; 6 ;409052;2010
M; 7 ;404022;2010
M; 8 ;399577;2010
M; 9 ;394100;2010
M; 10 ;419554;2010
M; 11 ;424105;2010
M; 12 ;425698;2010
M; 13 ;404266;2010
M; 14 ;394625;2010
M; 15 ;399468;2010
M; 16 ;389228;2010
M; 17 ;401338;2010
M; 18 ;427402;2010
M; 19 ;451321;2011
M; 20 ;458964;2011
M; 21 ;456925;2011
M; 22 ;443562;2011
M; 23 ;437087;2011
M; 24 ;430037;2011
M; 25 ;430053;2011
M; 26 ;442373;2011
M; 27 ;446913;2011
M; 28 ;453629;2011
M; 29 ;451217;2011
M; 30 ;439364;2011
M; 31 ;444444;2011
M; 32 ;444332;2011
M; 33 ;445140;2011
M; 34 ;435357;2011
M; 35 ;437716;2011
M; 36 ;435847;2011
M; 37 ;434402;2011
M; 38 ;436374;2011
M; 39 ;431520;2011
M; 40 ;440952;2011
M; 41 ;434172;2011
M; 42 ;454397;2011
M; 43 ;449871;2011
M; 44 ;452330;2011
M; 45 ;445422;2011
M; 46 ;423473;2011
M; 47 ;324028;2011
M; 48 ;318784;2011
M; 49 ;312664;2011
M; 50 ;292824;2011
M; 51 ;263210;2011
M; 52 ;276560;2011
M; 53 ;291045;2011
M; 54 ;288177;2011
M; 55 ;286237;2011
M; 56 ;289618;2011
M; 57 ;285165;2011
M; 58 ;292292;2011
M; 59 ;284924;2011
M; 60 ;293469;2011
M; 61 ;287913;2011
M; 62 ;289607;2011
M; 63 ;272331;2011
M; 64 ;268570;2011
M; 65 ;258227;2011
M; 66 ;253822;2011
M; 67 ;247026;2011
M; 68 ;234293;2011
M; 69 ;229456;2011
M; 70 ;223037;2011
M; 71 ;223347;2011
M; 72 ;220822;2011
M; 73 ;128956;2011
M; 74 ;107570;2011
M; 75 ;90602;2011
M; 76 ;80637;2011
M; 77 ;94580;2011
M; 78 ;130488;2011
M; 79 ;123470;2011
M; 80 ;114156;2011
M; 81 ;96627;2011
M; 82 ;90161;2011
M; 83 ;78099;2011
M; 84 ;68573;2011
M; 85 ;56443;2011
M; 86 ;48126;2011
M; 87 ;39895;2011
M; 88 ;31713;2011
M; 89 ;25080;2011
M; 90 ;20110;2011
M; 91 ;15082;2011
M; 92 ;10375;2011
M; 93 ;7135;2011
M; 94 ;4731;2011
M; 95 ;3276;2011
M; 96 ;2084;2011
M; 97 ;1100;2011
M; 98 ;785;2011
M; 99 ;504;2011
M;100 ou +;584;2011
F; 0 ;370754;2011
F; 1 ;375572;2011
F; 2 ;378271;2011
F; 3 ;381473;2011
F; 4 ;384273;2011
F; 5 ;385281;2011
F; 6 ;390606;2011
F; 7 ;385807;2011
F; 8 ;382681;2011
F; 9 ;376716;2011
F; 10 ;399840;2011
F; 11 ;403777;2011
F; 12 ;406282;2011
F; 13 ;385148;2011
F; 14 ;376833;2011
F; 15 ;380131;2011
F; 16 ;371187;2011
F; 17 ;384038;2011
F; 18 ;409096;2011
F; 19 ;437507;2011
F; 20 ;447470;2011
F; 21 ;450098;2011
F; 22 ;437906;2011
F; 23 ;435209;2011
F; 24 ;429909;2011
F; 25 ;428987;2011
F; 26 ;442737;2011
F; 27 ;445383;2011
F; 28 ;454807;2011
F; 29 ;452872;2011
F; 30 ;441031;2011
F; 31 ;447163;2011
F; 32 ;445850;2011
F; 33 ;447940;2011
F; 34 ;439563;2011
F; 35 ;442174;2011
F; 36 ;440730;2011
F; 37 ;439644;2011
F; 38 ;440039;2011
F; 39 ;433160;2011
F; 40 ;440365;2011
F; 41 ;432947;2011
F; 42 ;448776;2011
F; 43 ;443692;2011
F; 44 ;441957;2011
F; 45 ;435357;2011
F; 46 ;415336;2011
F; 47 ;317291;2011
F; 48 ;314270;2011
F; 49 ;307153;2011
F; 50 ;286882;2011
F; 51 ;259514;2011
F; 52 ;274421;2011
F; 53 ;294808;2011
F; 54 ;292955;2011
F; 55 ;293862;2011
F; 56 ;299342;2011
F; 57 ;299144;2011
F; 58 ;309721;2011
F; 59 ;305355;2011
F; 60 ;318283;2011
F; 61 ;317563;2011
F; 62 ;322835;2011
F; 63 ;307928;2011
F; 64 ;308522;2011
F; 65 ;302141;2011
F; 66 ;303313;2011
F; 67 ;301864;2011
F; 68 ;294349;2011
F; 69 ;291818;2011
F; 70 ;289889;2011
F; 71 ;295286;2011
F; 72 ;294513;2011
F; 73 ;177101;2011
F; 74 ;152881;2011
F; 75 ;133006;2011
F; 76 ;121989;2011
F; 77 ;147389;2011
F; 78 ;214387;2011
F; 79 ;206418;2011
F; 80 ;199183;2011
F; 81 ;176832;2011
F; 82 ;172976;2011
F; 83 ;158524;2011
F; 84 ;145738;2011
F; 85 ;127466;2011
F; 86 ;114417;2011
F; 87 ;99164;2011
F; 88 ;85307;2011
F; 89 ;71792;2011
F; 90 ;60925;2011
F; 91 ;49222;2011
F; 92 ;36428;2011
F; 93 ;27021;2011
F; 94 ;19637;2011
F; 95 ;14320;2011
F; 96 ;10471;2011
F; 97 ;6963;2011
F; 98 ;4699;2011
F; 99 ;3132;2011
F;100 ou +;3874;2011
M; 0 ;401726;2011
M; 1 ;385468;2011
M; 2 ;394884;2011
M; 3 ;397523;2011
M; 4 ;399205;2011
M; 5 ;403529;2011
M; 6 ;403505;2011
M; 7 ;409362;2011
M; 8 ;404652;2011
M; 9 ;400742;2011
M; 10 ;394057;2011
M; 11 ;419663;2011
M; 12 ;425335;2011
M; 13 ;426515;2011
M; 14 ;405478;2011
M; 15 ;395421;2011
M; 16 ;400657;2011
M; 17 ;390006;2011
M; 18 ;399463;2011
M; 19 ;423645;2011
M; 20 ;446721;2012
M; 21 ;454471;2012
M; 22 ;452410;2012
M; 23 ;439663;2012
M; 24 ;434010;2012
M; 25 ;427752;2012
M; 26 ;429814;2012
M; 27 ;443012;2012
M; 28 ;446670;2012
M; 29 ;454954;2012
M; 30 ;451809;2012
M; 31 ;440074;2012
M; 32 ;444247;2012
M; 33 ;444028;2012
M; 34 ;445033;2012
M; 35 ;434920;2012
M; 36 ;437428;2012
M; 37 ;435027;2012
M; 38 ;433501;2012
M; 39 ;436103;2012
M; 40 ;430388;2012
M; 41 ;439371;2012
M; 42 ;432748;2012
M; 43 ;452466;2012
M; 44 ;448224;2012
M; 45 ;449970;2012
M; 46 ;443080;2012
M; 47 ;421746;2012
M; 48 ;321969;2012
M; 49 ;317470;2012
M; 50 ;310806;2012
M; 51 ;291004;2012
M; 52 ;261882;2012
M; 53 ;274629;2012
M; 54 ;288687;2012
M; 55 ;285463;2012
M; 56 ;283589;2012
M; 57 ;286381;2012
M; 58 ;282031;2012
M; 59 ;288972;2012
M; 60 ;280662;2012
M; 61 ;289234;2012
M; 62 ;283288;2012
M; 63 ;284273;2012
M; 64 ;267309;2012
M; 65 ;262793;2012
M; 66 ;252727;2012
M; 67 ;248006;2012
M; 68 ;240739;2012
M; 69 ;228042;2012
M; 70 ;222596;2012
M; 71 ;216269;2012
M; 72 ;216012;2012
M; 73 ;212511;2012
M; 74 ;124133;2012
M; 75 ;102636;2012
M; 76 ;86098;2012
M; 77 ;76177;2012
M; 78 ;89008;2012
M; 79 ;122079;2012
M; 80 ;114373;2012
M; 81 ;104820;2012
M; 82 ;87843;2012
M; 83 ;81133;2012
M; 84 ;69518;2012
M; 85 ;60093;2012
M; 86 ;48717;2012
M; 87 ;41085;2012
M; 88 ;33453;2012
M; 89 ;26185;2012
M; 90 ;20320;2012
M; 91 ;16028;2012
M; 92 ;11608;2012
M; 93 ;7969;2012
M; 94 ;5084;2012
M; 95 ;3343;2012
M; 96 ;2264;2012
M; 97 ;1467;2012
M; 98 ;718;2012
M; 99 ;509;2012
M;100 ou +;649;2012
F; 0 ;355103;2012
F; 1 ;367874;2012
F; 2 ;376859;2012
F; 3 ;378439;2012
F; 4 ;382642;2012
F; 5 ;385123;2012
F; 6 ;386022;2012
F; 7 ;391067;2012
F; 8 ;386534;2012
F; 9 ;383827;2012
F; 10 ;376607;2012
F; 11 ;399697;2012
F; 12 ;404717;2012
F; 13 ;406990;2012
F; 14 ;386335;2012
F; 15 ;378192;2012
F; 16 ;381604;2012
F; 17 ;372414;2012
F; 18 ;384243;2012
F; 19 ;408538;2012
F; 20 ;435842;2012
F; 21 ;446484;2012
F; 22 ;448065;2012
F; 23 ;436379;2012
F; 24 ;434057;2012
F; 25 ;429646;2012
F; 26 ;429835;2012
F; 27 ;443880;2012
F; 28 ;446307;2012
F; 29 ;457077;2012
F; 30 ;454442;2012
F; 31 ;442543;2012
F; 32 ;448259;2012
F; 33 ;446673;2012
F; 34 ;448829;2012
F; 35 ;440144;2012
F; 36 ;443111;2012
F; 37 ;440673;2012
F; 38 ;439739;2012
F; 39 ;440748;2012
F; 40 ;432989;2012
F; 41 ;439984;2012
F; 42 ;432653;2012
F; 43 ;447910;2012
F; 44 ;443297;2012
F; 45 ;440898;2012
F; 46 ;434509;2012
F; 47 ;414817;2012
F; 48 ;316393;2012
F; 49 ;314239;2012
F; 50 ;306429;2012
F; 51 ;286052;2012
F; 52 ;259182;2012
F; 53 ;273762;2012
F; 54 ;293858;2012
F; 55 ;291771;2012
F; 56 ;292994;2012
F; 57 ;298062;2012
F; 58 ;297826;2012
F; 59 ;308828;2012
F; 60 ;303520;2012
F; 61 ;316911;2012
F; 62 ;315701;2012
F; 63 ;320550;2012
F; 64 ;305945;2012
F; 65 ;306050;2012
F; 66 ;299545;2012
F; 67 ;300481;2012
F; 68 ;298704;2012
F; 69 ;291142;2012
F; 70 ;288068;2012
F; 71 ;286020;2012
F; 72 ;291060;2012
F; 73 ;289269;2012
F; 74 ;174256;2012
F; 75 ;149276;2012
F; 76 ;129594;2012
F; 77 ;118458;2012
F; 78 ;142688;2012
F; 79 ;206718;2012
F; 80 ;197712;2012
F; 81 ;189786;2012
F; 82 ;167447;2012
F; 83 ;162356;2012
F; 84 ;147354;2012
F; 85 ;134018;2012
F; 86 ;115677;2012
F; 87 ;102557;2012
F; 88 ;87690;2012
F; 89 ;74149;2012
F; 90 ;61670;2012
F; 91 ;51118;2012
F; 92 ;40603;2012
F; 93 ;29363;2012
F; 94 ;21242;2012
F; 95 ;15102;2012
F; 96 ;10649;2012
F; 97 ;7665;2012
F; 98 ;5007;2012
F; 99 ;3300;2012
F;100 ou +;4365;2012
M; 0 ;402213;2012
M; 1 ;367965;2012
M; 2 ;387109;2012
M; 3 ;394636;2012
M; 4 ;398918;2012
M; 5 ;400254;2012
M; 6 ;404326;2012
M; 7 ;403860;2012
M; 8 ;409986;2012
M; 9 ;405424;2012
M; 10 ;400752;2012
M; 11 ;394374;2012
M; 12 ;420326;2012
M; 13 ;426105;2012
M; 14 ;427384;2012
M; 15 ;406360;2012
M; 16 ;396313;2012
M; 17 ;401100;2012
M; 18 ;388877;2012
M; 19 ;395537;2012
M; 20 ;419337;2012
M; 21 ;442108;2013
M; 22 ;449829;2013
M; 23 ;448672;2013
M; 24 ;436025;2013
M; 25 ;431117;2013
M; 26 ;426777;2013
M; 27 ;429231;2013
M; 28 ;442445;2013
M; 29 ;446920;2013
M; 30 ;455300;2013
M; 31 ;452064;2013
M; 32 ;439324;2013
M; 33 ;443890;2013
M; 34 ;443124;2013
M; 35 ;444466;2013
M; 36 ;434111;2013
M; 37 ;436414;2013
M; 38 ;434016;2013
M; 39 ;432809;2013
M; 40 ;434958;2013
M; 41 ;429027;2013
M; 42 ;437620;2013
M; 43 ;431206;2013
M; 44 ;450602;2013
M; 45 ;445890;2013
M; 46 ;447496;2013
M; 47 ;441083;2013
M; 48 ;419442;2013
M; 49 ;320287;2013
M; 50 ;315710;2013
M; 51 ;308932;2013
M; 52 ;289218;2013
M; 53 ;260526;2013
M; 54 ;272346;2013
M; 55 ;286040;2013
M; 56 ;282856;2013
M; 57 ;280543;2013
M; 58 ;283432;2013
M; 59 ;278561;2013
M; 60 ;285213;2013
M; 61 ;276765;2013
M; 62 ;284696;2013
M; 63 ;278354;2013
M; 64 ;278917;2013
M; 65 ;261811;2013
M; 66 ;257042;2013
M; 67 ;247023;2013
M; 68 ;241980;2013
M; 69 ;234250;2013
M; 70 ;221576;2013
M; 71 ;216042;2013
M; 72 ;209159;2013
M; 73 ;208595;2013
M; 74 ;204150;2013
M; 75 ;118998;2013
M; 76 ;97629;2013
M; 77 ;81574;2013
M; 78 ;71941;2013
M; 79 ;83267;2013
M; 80 ;113673;2013
M; 81 ;105583;2013
M; 82 ;95765;2013
M; 83 ;79511;2013
M; 84 ;72624;2013
M; 85 ;61366;2013
M; 86 ;52228;2013
M; 87 ;41945;2013
M; 88 ;34636;2013
M; 89 ;27708;2013
M; 90 ;21425;2013
M; 91 ;16281;2013
M; 92 ;12604;2013
M; 93 ;8903;2013
M; 94 ;5992;2013
M; 95 ;3597;2013
M; 96 ;2376;2013
M; 97 ;1549;2013
M; 98 ;1007;2013
M; 99 ;476;2013
M;100 ou +;743;2013
F; 0 ;355311;2013
F; 1 ;352368;2013
F; 2 ;369253;2013
F; 3 ;376842;2013
F; 4 ;379575;2013
F; 5 ;383659;2013
F; 6 ;385796;2013
F; 7 ;386406;2013
F; 8 ;391973;2013
F; 9 ;387353;2013
F; 10 ;383798;2013
F; 11 ;376773;2013
F; 12 ;400278;2013
F; 13 ;405376;2013
F; 14 ;407862;2013
F; 15 ;387703;2013
F; 16 ;379912;2013
F; 17 ;382591;2013
F; 18 ;372642;2013
F; 19 ;383329;2013
F; 20 ;407191;2013
F; 21 ;434338;2013
F; 22 ;444207;2013
F; 23 ;446181;2013
F; 24 ;434478;2013
F; 25 ;432920;2013
F; 26 ;429670;2013
F; 27 ;430371;2013
F; 28 ;444592;2013
F; 29 ;447692;2013
F; 30 ;458642;2013
F; 31 ;455762;2013
F; 32 ;443468;2013
F; 33 ;448860;2013
F; 34 ;447042;2013
F; 35 ;449329;2013
F; 36 ;440780;2013
F; 37 ;442995;2013
F; 38 ;440635;2013
F; 39 ;439904;2013
F; 40 ;440628;2013
F; 41 ;432784;2013
F; 42 ;439451;2013
F; 43 ;432059;2013
F; 44 ;447240;2013
F; 45 ;442326;2013
F; 46 ;439900;2013
F; 47 ;433840;2013
F; 48 ;413723;2013
F; 49 ;315981;2013
F; 50 ;313530;2013
F; 51 ;305589;2013
F; 52 ;285322;2013
F; 53 ;258780;2013
F; 54 ;272819;2013
F; 55 ;292593;2013
F; 56 ;290973;2013
F; 57 ;291903;2013
F; 58 ;296816;2013
F; 59 ;296752;2013
F; 60 ;307177;2013
F; 61 ;302209;2013
F; 62 ;315038;2013
F; 63 ;313793;2013
F; 64 ;318305;2013
F; 65 ;303612;2013
F; 66 ;303295;2013
F; 67 ;296739;2013
F; 68 ;297621;2013
F; 69 ;295146;2013
F; 70 ;287582;2013
F; 71 ;284402;2013
F; 72 ;281726;2013
F; 73 ;286265;2013
F; 74 ;283954;2013
F; 75 ;170632;2013
F; 76 ;145527;2013
F; 77 ;125979;2013
F; 78 ;114972;2013
F; 79 ;137446;2013
F; 80 ;198612;2013
F; 81 ;188653;2013
F; 82 ;180059;2013
F; 83 ;157964;2013
F; 84 ;151664;2013
F; 85 ;136166;2013
F; 86 ;122345;2013
F; 87 ;104598;2013
F; 88 ;91462;2013
F; 89 ;76960;2013
F; 90 ;64088;2013
F; 91 ;52392;2013
F; 92 ;42606;2013
F; 93 ;33144;2013
F; 94 ;23394;2013
F; 95 ;16546;2013
F; 96 ;11373;2013
F; 97 ;7791;2013
F; 98 ;5606;2013
F; 99 ;3640;2013
F;100 ou +;4905;2013
M; 0 ;399014;2013
M; 1 ;368710;2013
M; 2 ;369599;2013
M; 3 ;386783;2013
M; 4 ;395932;2013
M; 5 ;399751;2013
M; 6 ;401259;2013
M; 7 ;404531;2013
M; 8 ;404600;2013
M; 9 ;410785;2013
M; 10 ;405031;2013
M; 11 ;401097;2013
M; 12 ;395165;2013
M; 13 ;420643;2013
M; 14 ;426939;2013
M; 15 ;427954;2013
M; 16 ;407287;2013
M; 17 ;396267;2013
M; 18 ;399704;2013
M; 19 ;385646;2013
M; 20 ;390714;2013
M; 21 ;415009;2013
M; 22 ;437695;2014
M; 23 ;446294;2014
M; 24 ;445362;2014
M; 25 ;433110;2014
M; 26 ;430199;2014
M; 27 ;426117;2014
M; 28 ;428273;2014
M; 29 ;442821;2014
M; 30 ;447050;2014
M; 31 ;455683;2014
M; 32 ;451228;2014
M; 33 ;438646;2014
M; 34 ;443094;2014
M; 35 ;441833;2014
M; 36 ;443609;2014
M; 37 ;432625;2014
M; 38 ;435398;2014
M; 39 ;433197;2014
M; 40 ;431127;2014
M; 41 ;433710;2014
M; 42 ;427436;2014
M; 43 ;435626;2014
M; 44 ;429577;2014
M; 45 ;448024;2014
M; 46 ;443524;2014
M; 47 ;445353;2014
M; 48 ;438513;2014
M; 49 ;417282;2014
M; 50 ;318001;2014
M; 51 ;313998;2014
M; 52 ;307154;2014
M; 53 ;287316;2014
M; 54 ;258828;2014
M; 55 ;269868;2014
M; 56 ;283462;2014
M; 57 ;279702;2014
M; 58 ;277721;2014
M; 59 ;280061;2014
M; 60 ;274520;2014
M; 61 ;281460;2014
M; 62 ;272394;2014
M; 63 ;279563;2014
M; 64 ;273344;2014
M; 65 ;272618;2014
M; 66 ;256098;2014
M; 67 ;251024;2014
M; 68 ;240876;2014
M; 69 ;235369;2014
M; 70 ;227317;2014
M; 71 ;215090;2014
M; 72 ;208990;2014
M; 73 ;201732;2014
M; 74 ;200672;2014
M; 75 ;195084;2014
M; 76 ;113657;2014
M; 77 ;92372;2014
M; 78 ;76968;2014
M; 79 ;67209;2014
M; 80 ;77309;2014
M; 81 ;105057;2014
M; 82 ;96601;2014
M; 83 ;86747;2014
M; 84 ;71258;2014
M; 85 ;64196;2014
M; 86 ;53299;2014
M; 87 ;44939;2014
M; 88 ;35326;2014
M; 89 ;28681;2014
M; 90 ;22618;2014
M; 91 ;17155;2014
M; 92 ;12724;2014
M; 93 ;9580;2014
M; 94 ;6670;2014
M; 95 ;4431;2014
M; 96 ;2493;2014
M; 97 ;1566;2014
M; 98 ;994;2014
M; 99 ;662;2014
M;100 ou +;780;2014
F; 0 ;364215;2014
F; 1 ;353097;2014
F; 2 ;353682;2014
F; 3 ;369188;2014
F; 4 ;377661;2014
F; 5 ;380575;2014
F; 6 ;384484;2014
F; 7 ;386144;2014
F; 8 ;387294;2014
F; 9 ;392900;2014
F; 10 ;387008;2014
F; 11 ;384063;2014
F; 12 ;377502;2014
F; 13 ;400610;2014
F; 14 ;406178;2014
F; 15 ;408952;2014
F; 16 ;389408;2014
F; 17 ;380405;2014
F; 18 ;382470;2014
F; 19 ;371647;2014
F; 20 ;381779;2014
F; 21 ;406218;2014
F; 22 ;432165;2014
F; 23 ;442487;2014
F; 24 ;444395;2014
F; 25 ;433089;2014
F; 26 ;432633;2014
F; 27 ;429701;2014
F; 28 ;430920;2014
F; 29 ;445847;2014
F; 30 ;448917;2014
F; 31 ;460019;2014
F; 32 ;456755;2014
F; 33 ;443854;2014
F; 34 ;449156;2014
F; 35 ;447211;2014
F; 36 ;450021;2014
F; 37 ;440419;2014
F; 38 ;443003;2014
F; 39 ;440708;2014
F; 40 ;439407;2014
F; 41 ;440442;2014
F; 42 ;432348;2014
F; 43 ;438571;2014
F; 44 ;431608;2014
F; 45 ;446171;2014
F; 46 ;441378;2014
F; 47 ;438965;2014
F; 48 ;432801;2014
F; 49 ;413161;2014
F; 50 ;314909;2014
F; 51 ;312828;2014
F; 52 ;304827;2014
F; 53 ;284634;2014
F; 54 ;258116;2014
F; 55 ;271625;2014
F; 56 ;291875;2014
F; 57 ;289823;2014
F; 58 ;290834;2014
F; 59 ;295731;2014
F; 60 ;295049;2014
F; 61 ;305952;2014
F; 62 ;300450;2014
F; 63 ;312915;2014
F; 64 ;311800;2014
F; 65 ;315778;2014
F; 66 ;300904;2014
F; 67 ;300322;2014
F; 68 ;293883;2014
F; 69 ;294211;2014
F; 70 ;291452;2014
F; 71 ;283960;2014
F; 72 ;280226;2014
F; 73 ;276984;2014
F; 74 ;281199;2014
F; 75 ;277553;2014
F; 76 ;166616;2014
F; 77 ;141506;2014
F; 78 ;122141;2014
F; 79 ;110767;2014
F; 80 ;131899;2014
F; 81 ;189839;2014
F; 82 ;178971;2014
F; 83 ;169658;2014
F; 84 ;147479;2014
F; 85 ;139978;2014
F; 86 ;124367;2014
F; 87 ;110235;2014
F; 88 ;92966;2014
F; 89 ;79982;2014
F; 90 ;66464;2014
F; 91 ;54271;2014
F; 92 ;43634;2014
F; 93 ;34620;2014
F; 94 ;26496;2014
F; 95 ;18153;2014
F; 96 ;12390;2014
F; 97 ;8321;2014
F; 98 ;5423;2014
F; 99 ;3951;2014
F;100 ou +;5523;2014
M; 0 ;392349;2014
M; 1 ;377392;2014
M; 2 ;370929;2014
M; 3 ;369202;2014
M; 4 ;388010;2014
M; 5 ;396750;2014
M; 6 ;400694;2014
M; 7 ;401629;2014
M; 8 ;405240;2014
M; 9 ;405573;2014
M; 10 ;410575;2014
M; 11 ;405046;2014
M; 12 ;401895;2014
M; 13 ;395729;2014
M; 14 ;421042;2014
M; 15 ;427643;2014
M; 16 ;428919;2014
M; 17 ;407509;2014
M; 18 ;394897;2014
M; 19 ;396587;2014
M; 20 ;381756;2014
M; 21 ;387016;2014
M; 22 ;411209;2014
M; 23 ;434493;2015
M; 24 ;443256;2015
M; 25 ;442813;2015
M; 26 ;432166;2015
M; 27 ;429558;2015
M; 28 ;425026;2015
M; 29 ;428276;2015
M; 30 ;443546;2015
M; 31 ;447037;2015
M; 32 ;455200;2015
M; 33 ;450748;2015
M; 34 ;437689;2015
M; 35 ;442332;2015
M; 36 ;440450;2015
M; 37 ;442169;2015
M; 38 ;431332;2015
M; 39 ;434600;2015
M; 40 ;431685;2015
M; 41 ;429292;2015
M; 42 ;432177;2015
M; 43 ;425775;2015
M; 44 ;433722;2015
M; 45 ;427610;2015
M; 46 ;445352;2015
M; 47 ;441579;2015
M; 48 ;442791;2015
M; 49 ;436115;2015
M; 50 ;414585;2015
M; 51 ;315957;2015
M; 52 ;312336;2015
M; 53 ;305385;2015
M; 54 ;284880;2015
M; 55 ;256808;2015
M; 56 ;267417;2015
M; 57 ;280460;2015
M; 58 ;276777;2015
M; 59 ;274533;2015
M; 60 ;276086;2015
M; 61 ;270602;2015
M; 62 ;277218;2015
M; 63 ;267505;2015
M; 64 ;274493;2015
M; 65 ;267684;2015
M; 66 ;266307;2015
M; 67 ;250310;2015
M; 68 ;244592;2015
M; 69 ;234266;2015
M; 70 ;228579;2015
M; 71 ;220228;2015
M; 72 ;207923;2015
M; 73 ;201447;2015
M; 74 ;194227;2015
M; 75 ;192100;2015
M; 76 ;185631;2015
M; 77 ;108069;2015
M; 78 ;87147;2015
M; 79 ;72108;2015
M; 80 ;62348;2015
M; 81 ;71215;2015
M; 82 ;96178;2015
M; 83 ;87499;2015
M; 84 ;77767;2015
M; 85 ;62980;2015
M; 86 ;56006;2015
M; 87 ;45775;2015
M; 88 ;37873;2015
M; 89 ;29262;2015
M; 90 ;23409;2015
M; 91 ;18028;2015
M; 92 ;13441;2015
M; 93 ;9619;2015
M; 94 ;7105;2015
M; 95 ;4923;2015
M; 96 ;3179;2015
M; 97 ;1639;2015
M; 98 ;1049;2015
M; 99 ;608;2015
M;100 ou +;875;2015
F; 0 ;364878;2015
F; 1 ;361186;2015
F; 2 ;354448;2015
F; 3 ;353415;2015
F; 4 ;369875;2015
F; 5 ;378211;2015
F; 6 ;381312;2015
F; 7 ;384973;2015
F; 8 ;386942;2015
F; 9 ;388157;2015
F; 10 ;392720;2015
F; 11 ;386964;2015
F; 12 ;384791;2015
F; 13 ;378120;2015
F; 14 ;401056;2015
F; 15 ;407078;2015
F; 16 ;410280;2015
F; 17 ;389939;2015
F; 18 ;380113;2015
F; 19 ;381405;2015
F; 20 ;370298;2015
F; 21 ;380739;2015
F; 22 ;404765;2015
F; 23 ;430408;2015
F; 24 ;440999;2015
F; 25 ;443330;2015
F; 26 ;432598;2015
F; 27 ;432450;2015
F; 28 ;429988;2015
F; 29 ;431861;2015
F; 30 ;447148;2015
F; 31 ;449770;2015
F; 32 ;461187;2015
F; 33 ;457239;2015
F; 34 ;444063;2015
F; 35 ;449385;2015
F; 36 ;447521;2015
F; 37 ;449673;2015
F; 38 ;440262;2015
F; 39 ;443083;2015
F; 40 ;440217;2015
F; 41 ;439026;2015
F; 42 ;440124;2015
F; 43 ;431577;2015
F; 44 ;437865;2015
F; 45 ;430896;2015
F; 46 ;445073;2015
F; 47 ;440491;2015
F; 48 ;437853;2015
F; 49 ;432205;2015
F; 50 ;411925;2015
F; 51 ;313848;2015
F; 52 ;312127;2015
F; 53 ;304147;2015
F; 54 ;283577;2015
F; 55 ;257267;2015
F; 56 ;270886;2015
F; 57 ;290688;2015
F; 58 ;288723;2015
F; 59 ;289809;2015
F; 60 ;294021;2015
F; 61 ;293688;2015
F; 62 ;304388;2015
F; 63 ;298506;2015
F; 64 ;310742;2015
F; 65 ;309449;2015
F; 66 ;312909;2015
F; 67 ;298116;2015
F; 68 ;297475;2015
F; 69 ;290523;2015
